"","favorited","favoriteCount","replyToSN","created","truncated","replyToSID","id","replyToUID","statusSource","screenName","retweetCount","isRetweet","retweeted","longitude","latitude","word"
"75",FALSE,0,NA,2017-12-17 14:18:55,FALSE,NA,"942398707634507781",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","ATWARFORANIMALS",9,TRUE,FALSE,NA,NA,"fuckcanadagoose"
"76",FALSE,0,NA,2017-12-17 14:18:55,FALSE,NA,"942398707634507781",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","ATWARFORANIMALS",9,TRUE,FALSE,NA,NA,"cruelty"
"77",FALSE,0,NA,2017-12-17 13:53:19,TRUE,NA,"942392265472921600",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","bonny18142",0,FALSE,FALSE,NA,NA,"ethical"
"78",FALSE,0,NA,2017-12-17 13:53:19,TRUE,NA,"942392265472921600",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","bonny18142",0,FALSE,FALSE,NA,NA,"jodilhbutts"
"79",FALSE,0,NA,2017-12-17 13:53:19,TRUE,NA,"942392265472921600",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","bonny18142",0,FALSE,FALSE,NA,NA,"join"
"80",FALSE,0,NA,2017-12-17 13:53:19,TRUE,NA,"942392265472921600",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","bonny18142",0,FALSE,FALSE,NA,NA,"peta"
"81",FALSE,0,NA,2017-12-17 13:53:19,TRUE,NA,"942392265472921600",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","bonny18142",0,FALSE,FALSE,NA,NA,"amp"
"82",FALSE,0,NA,2017-12-17 13:53:19,TRUE,NA,"942392265472921600",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","bonny18142",0,FALSE,FALSE,NA,NA,"canadagoose"
"83",FALSE,0,NA,2017-12-17 13:53:19,TRUE,NA,"942392265472921600",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","bonny18142",0,FALSE,FALSE,NA,NA,"ethical"
"84",FALSE,1,"LukeIreland124",2017-12-17 13:22:05,TRUE,"837321179107102720","942384405531779072","42448049","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","veganwelshgirl",0,FALSE,FALSE,NA,NA,"lukeireland124"
"85",FALSE,1,"LukeIreland124",2017-12-17 13:22:05,TRUE,"837321179107102720","942384405531779072","42448049","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","veganwelshgirl",0,FALSE,FALSE,NA,NA,"maelmoseley"
"86",FALSE,1,"LukeIreland124",2017-12-17 13:22:05,TRUE,"837321179107102720","942384405531779072","42448049","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","veganwelshgirl",0,FALSE,FALSE,NA,NA,"canadagooseinc"
"87",FALSE,1,"LukeIreland124",2017-12-17 13:22:05,TRUE,"837321179107102720","942384405531779072","42448049","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","veganwelshgirl",0,FALSE,FALSE,NA,NA,"unethical"
"88",FALSE,1,"LukeIreland124",2017-12-17 13:22:05,TRUE,"837321179107102720","942384405531779072","42448049","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","veganwelshgirl",0,FALSE,FALSE,NA,NA,"immoral"
"89",FALSE,1,"LukeIreland124",2017-12-17 13:22:05,TRUE,"837321179107102720","942384405531779072","42448049","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","veganwelshgirl",0,FALSE,FALSE,NA,NA,"companies"
"90",FALSE,0,NA,2017-12-17 13:21:07,FALSE,NA,"942384161901379590",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","EndToAnimalPain",9,TRUE,FALSE,NA,NA,"rt"
"91",FALSE,0,NA,2017-12-17 13:21:07,FALSE,NA,"942384161901379590",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","EndToAnimalPain",9,TRUE,FALSE,NA,NA,"suf_fur_ing"
"92",FALSE,0,NA,2017-12-17 13:21:07,FALSE,NA,"942384161901379590",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","EndToAnimalPain",9,TRUE,FALSE,NA,NA,"wearing"
"93",FALSE,0,NA,2017-12-17 13:21:07,FALSE,NA,"942384161901379590",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","EndToAnimalPain",9,TRUE,FALSE,NA,NA,"canadagoose"
